project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,720000,-,441,Strata,21 to 25,1631,Oct-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1378000,-,657,Strata,06 to 10,2099,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1724000,-,1055,Strata,16 to 20,1634,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1114000,-,635,Strata,11 to 15,1754,Oct-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,782135,-,463,Strata,06 to 10,1690,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1638000,-,980,Strata,21 to 25,1672,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,948000,-,506,Strata,16 to 20,1874,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1246000,-,764,Strata,06 to 10,1630,Oct-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1226300,-,657,Strata,21 to 25,1868,Oct-18
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,2150000,-,1399,Strata,36 to 40,1536,Oct-18
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1800000,-,1636,Strata,01 to 05,1100,Oct-18
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1650000,-,1195,Strata,01 to 05,1381,Oct-18
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1580000,-,1141,Strata,06 to 10,1385,Oct-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1434500,-,689,Strata,06 to 10,2082,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1258000,-,689,Strata,21 to 25,1826,Oct-18
EURO-ASIA APARTMENTS,SERANGOON ROAD,Apartment,12,RCR,Freehold,Resale,1,1700000,-,1722,Strata,01 to 05,987,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,885000,-,506,Strata,06 to 10,1749,Oct-18
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Sub Sale,1,1140000,-,506,Strata,11 to 15,2253,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1768000,-,1055,Strata,21 to 25,1676,Oct-18
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Sub Sale,1,1430000,-,635,Strata,31 to 35,2252,Oct-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1826800,-,926,Strata,11 to 15,1973,Oct-18
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,2690000,-,2121,Strata,16 to 20,1269,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1254000,-,764,Strata,06 to 10,1641,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1197000,-,689,Strata,11 to 15,1738,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1367000,-,764,Strata,26 to 30,1789,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1519000,-,883,Strata,21 to 25,1721,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,958000,-,506,Strata,21 to 25,1894,Oct-18
CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1460000,-,969,Strata,21 to 25,1507,Oct-18
DE ROYALE,JALAN RAMA RAMA,Condominium,12,RCR,Freehold,Resale,1,2900000,-,3240,Strata,31 to 35,895,Oct-18
RITZ MANSIONS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1500000,-,1281,Strata,01 to 05,1171,Oct-18
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1480000,-,1012,Strata,06 to 10,1463,Oct-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1160000,-,861,Strata,26 to 30,1347,Oct-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,3860000,-,1873,Strata,01 to 05,2061,Oct-18
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1460000,-,1141,Strata,06 to 10,1280,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1710000,-,1055,Strata,01 to 05,1621,Oct-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1126000,-,657,Strata,11 to 15,1715,Oct-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1245000,-,700,Strata,16 to 20,1779,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1310760,-,764,Strata,26 to 30,1715,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1242000,-,764,Strata,06 to 10,1625,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2352000,-,1346,Strata,21 to 25,1748,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,911000,-,506,Strata,11 to 15,1801,Oct-18
ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,Condominium,12,RCR,Freehold,Resale,1,1530000,-,1259,Strata,06 to 10,1215,Oct-18
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1370000,-,893,Strata,11 to 15,1533,Oct-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,3600000,-,1658,Strata,01 to 05,2172,Oct-18
NEEM TREE,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,934458,-,506,Strata,11 to 15,1847,Oct-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,764000,-,463,Strata,06 to 10,1651,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,920000,-,506,Strata,11 to 15,1819,Oct-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1192000,-,700,Strata,06 to 10,1704,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2454000,-,1346,Strata,31 to 35,1824,Oct-18
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,3,RCR,Freehold,Resale,1,1700000,-,926,Strata,21 to 25,1836,Oct-18
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2250000,-,1733,Strata,21 to 25,1298,Oct-18
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Sub Sale,1,960000,-,484,Strata,26 to 30,1982,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2274000,-,1346,Strata,11 to 15,1690,Oct-18
CAMBRIDGE VILLAGE,CAMBRIDGE ROAD,Apartment,8,RCR,Freehold,Resale,1,1730000,-,1561,Strata,01 to 05,1108,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1525000,-,883,Strata,21 to 25,1728,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1473000,-,883,Strata,16 to 20,1669,Oct-18
JOOL SUITES,SING JOO WALK,Apartment,8,RCR,Freehold,Resale,1,645000,-,398,Strata,01 to 05,1620,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1234000,-,689,Strata,16 to 20,1791,Oct-18
CITY REGENCY,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1200000,-,990,Strata,11 to 15,1212,Oct-18
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1460000,-,1270,Strata,16 to 20,1149,Oct-18
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1716500,-,829,Strata,36 to 40,2071,Oct-18
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1360000,-,1141,Strata,16 to 20,1192,Oct-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1201000,-,689,Strata,11 to 15,1743,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1474000,-,883,Strata,06 to 10,1670,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1661000,-,980,Strata,21 to 25,1696,Sep-18
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2289900,-,1227,Strata,36 to 40,1866,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2443000,-,1346,Strata,26 to 30,1816,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1391000,-,764,Strata,31 to 35,1820,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,877000,-,506,Strata,01 to 05,1734,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1828000,-,1055,Strata,26 to 30,1733,Sep-18
THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,1300000,-,893,Strata,11 to 15,1455,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1574000,-,980,Strata,11 to 15,1607,Sep-18
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1700000,-,1216,Strata,01 to 05,1398,Sep-18
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1745000,-,1410,Strata,06 to 10,1238,Sep-18
FORTE SUITES,MERGUI ROAD,Apartment,8,RCR,Freehold,Sub Sale,1,800000,-,441,Strata,11 to 15,1813,Sep-18
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1860000,-,1410,Strata,26 to 30,1319,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1157000,-,635,Strata,21 to 25,1822,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1108000,-,624,Strata,11 to 15,1775,Sep-18
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,2590000,-,1744,Strata,26 to 30,1485,Sep-18
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1580000,-,1195,Strata,16 to 20,1322,Sep-18
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1970000,-,1475,Strata,06 to 10,1336,Sep-18
PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,570000,-,334,Strata,11 to 15,1708,Sep-18
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1018000,-,570,Strata,26 to 30,1784,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1836000,-,1055,Strata,31 to 35,1740,Sep-18
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1500000,-,1152,Strata,01 to 05,1302,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1122000,-,635,Strata,16 to 20,1767,Sep-18
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1500000,-,840,Strata,21 to 25,1787,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1632000,-,980,Strata,16 to 20,1666,Sep-18
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1699000,-,807,Strata,21 to 25,2105,Sep-18
BELMONDO VIEW,PEGU ROAD,Apartment,12,RCR,Freehold,Resale,1,1380000,-,1313,Strata,06 to 10,1051,Sep-18
BOON TECK TOWER,BOON TECK ROAD,Condominium,12,RCR,Freehold,Resale,1,1830000,-,1658,Strata,16 to 20,1104,Sep-18
SUITES 123,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,747500,-,581,Strata,01 to 05,1286,Sep-18
NEEM TREE,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,925560,-,506,Strata,11 to 15,1830,Sep-18
NOVA 48,PROME ROAD,Apartment,12,RCR,Freehold,Resale,1,1130000,-,861,Strata,01 to 05,1312,Sep-18
D'LOTUS,LORONG AMPAS,Apartment,12,RCR,Freehold,Resale,1,818000,-,570,Strata,16 to 20,1434,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1181000,-,689,Strata,06 to 10,1714,Sep-18
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,990000,-,893,Strata,16 to 20,1108,Sep-18
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Sub Sale,1,1113200,-,506,Strata,06 to 10,2200,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1229000,-,710,Strata,11 to 15,1730,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1644000,-,947,Strata,11 to 15,1736,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,767000,-,463,Strata,06 to 10,1657,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1172000,-,657,Strata,16 to 20,1785,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,760000,-,463,Strata,06 to 10,1642,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,697000,-,431,Strata,06 to 10,1619,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1113000,-,657,Strata,06 to 10,1695,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1165000,-,657,Strata,11 to 15,1774,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1255000,-,710,Strata,16 to 20,1767,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,770000,-,463,Strata,06 to 10,1664,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,715000,-,431,Strata,11 to 15,1661,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,708000,-,431,Strata,06 to 10,1644,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1698000,-,1001,Strata,11 to 15,1696,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1378000,-,678,Strata,21 to 25,2032,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1655000,-,980,Strata,21 to 25,1690,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1146000,-,657,Strata,11 to 15,1745,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,720000,-,431,Strata,11 to 15,1672,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,711000,-,431,Strata,06 to 10,1651,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1664000,-,1001,Strata,06 to 10,1662,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1689000,-,1001,Strata,06 to 10,1687,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,753000,-,431,Strata,16 to 20,1749,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,715000,-,431,Strata,06 to 10,1661,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,701000,-,431,Strata,06 to 10,1628,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,739000,-,431,Strata,11 to 15,1716,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1196000,-,710,Strata,06 to 10,1684,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1774000,-,1001,Strata,16 to 20,1772,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1249000,-,710,Strata,16 to 20,1758,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1242000,-,710,Strata,11 to 15,1748,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1189000,-,689,Strata,06 to 10,1726,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,734000,-,431,Strata,11 to 15,1705,Sep-18
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1119000,-,657,Strata,06 to 10,1704,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1724000,-,1055,Strata,11 to 15,1634,Sep-18
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1238000,-,807,Strata,21 to 25,1534,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2516000,-,1346,Strata,36 to 40,1870,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1285000,-,764,Strata,16 to 20,1681,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,924000,-,506,Strata,11 to 15,1826,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1083000,-,635,Strata,06 to 10,1705,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1128000,-,657,Strata,06 to 10,1718,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1140000,-,657,Strata,06 to 10,1736,Sep-18
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1270000,-,840,Strata,16 to 20,1513,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2389000,-,1346,Strata,26 to 30,1776,Sep-18
RITZ MANSIONS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1630000,-,1593,Strata,01 to 05,1023,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1385000,-,764,Strata,31 to 35,1812,Sep-18
NEEM TREE,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,1301300,-,710,Strata,11 to 15,1832,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1230000,-,689,Strata,16 to 20,1785,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1616000,-,1055,Strata,01 to 05,1532,Sep-18
THE URBANITE,HERTFORD ROAD,Apartment,8,RCR,Freehold,Resale,1,770000,-,484,Strata,01 to 05,1590,Sep-18
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,2128000,-,1313,Strata,31 to 35,1620,Sep-18
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1933470,-,1313,Strata,16 to 20,1472,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,868000,-,506,Strata,01 to 05,1716,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1281000,-,764,Strata,16 to 20,1676,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1402000,-,786,Strata,11 to 15,1784,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1667000,-,980,Strata,26 to 30,1702,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1373000,-,764,Strata,26 to 30,1797,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1379000,-,764,Strata,26 to 30,1804,Sep-18
THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,1140000,-,883,Strata,16 to 20,1292,Sep-18
MOONSTONE RESIDENCES,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,1450000,-,1238,Strata,06 to 10,1171,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1437000,-,883,Strata,11 to 15,1628,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1671120,-,893,Strata,26 to 30,1870,Sep-18
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,3,RCR,99 yrs lease commencing from 2003,Resale,1,1700000,-,1098,Strata,31 to 35,1548,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1649000,-,893,Strata,26 to 30,1846,Sep-18
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1707900,-,829,Strata,36 to 40,2061,Sep-18
CASA FORTUNA,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1680000,-,1615,Strata,11 to 15,1041,Sep-18
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1560000,-,1195,Strata,31 to 35,1306,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1091000,-,635,Strata,06 to 10,1718,Sep-18
OKIO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,710000,-,431,Strata,11 to 15,1649,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,863000,-,441,Strata,21 to 25,1955,Sep-18
SUNVILLE,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1268000,-,1173,Strata,06 to 10,1081,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,855000,-,441,Strata,21 to 25,1937,Sep-18
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1057000,-,527,Strata,16 to 20,2004,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1900000,-,1055,Strata,26 to 30,1801,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2347000,-,1346,Strata,31 to 35,1744,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1604000,-,893,Strata,21 to 25,1795,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1731000,-,1055,Strata,11 to 15,1641,Sep-18
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1700000,-,1464,Strata,06 to 10,1161,Sep-18
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1671000,-,893,Strata,26 to 30,1870,Sep-18
RIVERBAY,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,1288000,-,926,Strata,16 to 20,1391,Sep-18
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1680000,-,1152,Strata,01 to 05,1459,Sep-18
