project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1344000,-,657,Strata,21 to 25,2047,Jan-21
VERTICUS,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,969000,-,441,Strata,16 to 20,2196,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1197000,-,527,Strata,26 to 30,2269,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2257000,-,1109,Strata,31 to 35,2036,Jan-21
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1501000,-,753,Strata,06 to 10,1992,Jan-21
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1550760,-,560,Strata,16 to 20,2771,Jan-21
VANADIUM,HERTFORD ROAD,Apartment,8,RCR,Freehold,Resale,1,1468000,-,1130,Strata,01 to 05,1299,Jan-21
AIRSTREAM,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,658000,-,495,Strata,01 to 05,1329,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1382000,-,657,Strata,26 to 30,2105,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1893000,-,947,Strata,26 to 30,1998,Jan-21
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,Sub Sale,1,1650000,-,936,Strata,36 to 40,1762,Jan-21
OXFORD SUITES,OXFORD ROAD,Apartment,8,RCR,Freehold,Resale,1,1620000,-,1141,Strata,11 to 15,1420,Jan-21
SKYSUITES17,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,1498000,-,1066,Strata,11 to 15,1406,Jan-21
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1521000,-,753,Strata,06 to 10,2019,Jan-21
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1130000,-,506,Strata,31 to 35,2234,Jan-21
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1539600,-,560,Strata,16 to 20,2751,Jan-21
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1880000,-,1292,Strata,16 to 20,1455,Jan-21
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1280000,-,678,Strata,16 to 20,1888,Jan-21
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1800000,-,1001,Strata,21 to 25,1798,Jan-21
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,855000,-,441,Strata,31 to 35,1937,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2268000,-,1109,Strata,31 to 35,2046,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1281000,-,635,Strata,21 to 25,2017,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,985000,-,441,Strata,26 to 30,2232,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2159000,-,1109,Strata,16 to 20,1947,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1252000,-,635,Strata,36 to 40,1971,Jan-21
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3119320,-,1249,Strata,11 to 15,2498,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,972000,-,441,Strata,26 to 30,2202,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1424000,-,689,Strata,36 to 40,2067,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2638000,-,1346,Strata,31 to 35,1961,Jan-21
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1440000,-,980,Strata,16 to 20,1470,Jan-21
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1103000,-,527,Strata,16 to 20,2091,Jan-21
REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,2635000,-,1421,Strata,16 to 20,1855,Jan-21
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1038000,-,538,Strata,11 to 15,1929,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1881000,-,700,Strata,36 to 40,2688,Jan-21
VERTICUS,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,1530000,-,753,Strata,11 to 15,2031,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3634000,-,1432,Strata,36 to 40,2538,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,3547000,-,1432,Strata,26 to 30,2478,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1855000,-,1130,Strata,36 to 40,1641,Jan-21
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1087000,-,517,Strata,06 to 10,2104,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1937000,-,743,Strata,26 to 30,2608,Jan-21
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1180000,-,840,Strata,06 to 10,1405,Jan-21
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1255000,-,947,Strata,06 to 10,1325,Jan-21
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2167200,-,1195,Strata,01 to 05,1814,Jan-21
SUITES @ OWEN,OWEN ROAD,Apartment,8,RCR,Freehold,Resale,1,728000,-,517,Strata,01 to 05,1409,Jan-21
NOVA 88,BHAMO ROAD,Apartment,12,RCR,Freehold,Resale,1,1628000,-,1195,Strata,11 to 15,1363,Jan-21
LE SOMME,SOMME ROAD,Apartment,8,RCR,Freehold,Resale,1,810000,-,538,Strata,01 to 05,1505,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1356000,-,527,Strata,31 to 35,2571,Jan-21
MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1555000,-,1066,Strata,06 to 10,1459,Jan-21
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2720000,-,1335,Strata,01 to 05,2038,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1482000,-,570,Strata,26 to 30,2598,Jan-21
SUMMER GREEN,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1338888,-,1292,Strata,06 to 10,1037,Jan-21
SOHO 188,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,680000,-,463,Strata,01 to 05,1469,Jan-21
OXFORD SUITES,OXFORD ROAD,Apartment,8,RCR,Freehold,Resale,1,960000,-,678,Strata,11 to 15,1416,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1340000,-,635,Strata,31 to 35,2110,Jan-21
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1642000,-,678,Strata,16 to 20,2421,Jan-21
ECOVILLE,MARTABAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1600000,-,1184,Strata,11 to 15,1351,Jan-21
MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1900000,-,1292,Strata,01 to 05,1471,Jan-21
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2177000,-,1582,Strata,01 to 05,1376,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1431000,-,689,Strata,36 to 40,2077,Jan-21
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1091329,-,538,Strata,16 to 20,2028,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,967000,-,441,Strata,26 to 30,2191,Jan-21
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1020000,-,807,Strata,01 to 05,1263,Jan-21
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1560000,-,1076,Strata,06 to 10,1449,Jan-21
ST FRANCIS COURT,ST. FRANCIS ROAD,Apartment,12,RCR,99 yrs lease commencing from 1992,Resale,1,1000000,-,1270,Strata,11 to 15,787,Jan-21
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1165000,-,872,Strata,11 to 15,1336,Jan-21
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,2208000,-,1195,Strata,06 to 10,1848,Jan-21
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2200000,-,1507,Strata,11 to 15,1460,Jan-21
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1050000,-,926,Strata,06 to 10,1134,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2358000,-,1109,Strata,36 to 40,2127,Jan-21
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1017331,-,538,Strata,11 to 15,1890,Jan-21
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2091270,-,818,Strata,11 to 15,2556,Jan-21
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1433000,-,570,Strata,21 to 25,2512,Jan-21
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1473000,-,678,Strata,31 to 35,2172,Jan-21
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1344000,-,657,Strata,21 to 25,2047,Dec-20
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1477000,-,570,Strata,26 to 30,2589,Dec-20
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1341550,-,700,Strata,16 to 20,1917,Dec-20
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1600000,-,1195,Strata,26 to 30,1339,Dec-20
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1069000,-,506,Strata,31 to 35,2113,Dec-20
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2127300,-,818,Strata,01 to 05,2600,Dec-20
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1380000,-,1087,Strata,06 to 10,1269,Dec-20
THE ARTE,JALAN RAJA UDANG,Condominium,12,RCR,Freehold,Resale,1,2550000,-,1873,Strata,01 to 05,1361,Dec-20
SOHO 188,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,668000,-,441,Strata,01 to 05,1514,Dec-20
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,Sub Sale,1,1705000,-,947,Strata,16 to 20,1800,Dec-20
VETRO,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,730000,-,614,Strata,11 to 15,1190,Dec-20
DE ROYALE,JALAN RAMA RAMA,Condominium,12,RCR,Freehold,Resale,1,1758000,-,1259,Strata,16 to 20,1396,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2998000,-,1496,Strata,31 to 35,2004,Dec-20
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1403000,-,732,Strata,21 to 25,1917,Dec-20
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,892000,-,474,Strata,36 to 40,1883,Dec-20
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1055000,-,775,Strata,01 to 05,1361,Dec-20
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1450000,-,840,Strata,06 to 10,1727,Dec-20
DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 yrs lease commencing from 2004,Resale,1,878000,-,560,Strata,01 to 05,1569,Dec-20
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1190000,-,990,Strata,11 to 15,1202,Dec-20
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1455000,-,1184,Strata,11 to 15,1229,Dec-20
PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,626000,-,409,Strata,06 to 10,1530,Dec-20
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1066000,-,506,Strata,26 to 30,2107,Dec-20
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2333000,-,1475,Strata,16 to 20,1582,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1633000,-,732,Strata,41 to 45,2231,Dec-20
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1540000,-,1109,Strata,21 to 25,1389,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1344000,-,657,Strata,26 to 30,2047,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1114000,-,527,Strata,26 to 30,2112,Dec-20
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2754000,-,1216,Strata,16 to 20,2264,Dec-20
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1178100,-,538,Strata,21 to 25,2189,Dec-20
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1351000,-,527,Strata,31 to 35,2561,Dec-20
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1060000,-,506,Strata,26 to 30,2095,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2912000,-,1496,Strata,21 to 25,1946,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1471000,-,657,Strata,31 to 35,2240,Dec-20
MOONSTONE RESIDENCES,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,1340000,-,1238,Strata,01 to 05,1083,Dec-20
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1700000,-,1195,Strata,06 to 10,1423,Dec-20
URBAN HERITAGE,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,710000,-,538,Strata,01 to 05,1319,Dec-20
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,Sub Sale,1,1880000,-,1249,Strata,01 to 05,1506,Dec-20
DE ROYALE,JALAN RAMA RAMA,Condominium,12,RCR,Freehold,Resale,1,1730000,-,1281,Strata,11 to 15,1351,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1521000,-,732,Strata,26 to 30,2078,Dec-20
MAR THOMA MANSIONS,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,1365000,-,1528,Strata,01 to 05,893,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1837000,-,947,Strata,11 to 15,1939,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1384000,-,657,Strata,31 to 35,2108,Dec-20
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1200000,-,990,Strata,01 to 05,1212,Dec-20
PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,560000,-,344,Strata,16 to 20,1626,Dec-20
ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,922000,-,603,Strata,01 to 05,1530,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1104000,-,527,Strata,26 to 30,2093,Dec-20
CRADELS,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,1350000,-,1173,Strata,21 to 25,1151,Dec-20
SKYSUITES17,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,1550000,-,1066,Strata,26 to 30,1455,Dec-20
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,827000,-,452,Strata,11 to 15,1829,Dec-20
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1340000,-,635,Strata,31 to 35,2110,Dec-20
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1590000,-,872,Strata,21 to 25,1824,Dec-20
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2240000,-,1184,Strata,01 to 05,1892,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1457000,-,657,Strata,26 to 30,2219,Dec-20
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 yrs lease commencing from 2015,Sub Sale,1,1156000,-,657,Strata,16 to 20,1761,Dec-20
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,4944000,-,4768,Strata,41 to 45,1037,Dec-20
VERTICUS,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,990000,-,441,Strata,21 to 25,2243,Dec-20
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,4800000,-,4629,Strata,41 to 45,1037,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1845000,-,947,Strata,16 to 20,1948,Dec-20
MOONSTONE VIEW,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,620000,-,474,Strata,01 to 05,1309,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1427000,-,657,Strata,26 to 30,2173,Dec-20
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1130000,-,527,Strata,36 to 40,2142,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1419000,-,657,Strata,26 to 30,2161,Dec-20
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1315000,-,657,Strata,36 to 40,2003,Dec-20
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,825000,-,463,Strata,06 to 10,1782,Dec-20
REGENT RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,Resale,1,1225000,-,861,Strata,16 to 20,1423,Dec-20
PARC HAVEN,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,1420000,-,1238,Strata,01 to 05,1147,Dec-20
RIVERBAY,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,830000,-,646,Strata,21 to 25,1285,Dec-20
ALESSANDREA,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1660000,-,1098,Strata,11 to 15,1512,Dec-20
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1911000,-,840,Strata,16 to 20,2276,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2404000,-,1109,Strata,41 to 45,2168,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2127000,-,1109,Strata,11 to 15,1918,Dec-20
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1540000,-,797,Strata,16 to 20,1933,Dec-20
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2378000,-,1733,Strata,31 to 35,1372,Dec-20
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1850000,-,1270,Strata,01 to 05,1457,Dec-20
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1420000,-,1195,Strata,01 to 05,1188,Dec-20
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,4889000,-,4715,Strata,41 to 45,1037,Dec-20
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1223800,-,915,Strata,21 to 25,1338,Dec-20
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1300000,-,872,Strata,11 to 15,1491,Dec-20
MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1568888,-,1044,Strata,06 to 10,1503,Dec-20
NOVA 88,BHAMO ROAD,Apartment,12,RCR,Freehold,Resale,1,1106000,-,915,Strata,01 to 05,1209,Dec-20
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1400000,-,732,Strata,26 to 30,1913,Dec-20
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2265000,-,1195,Strata,01 to 05,1896,Dec-20
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1400000,-,926,Strata,16 to 20,1512,Dec-20
UPTOWN @ FARRER,PERUMAL ROAD,Apartment,8,RCR,99 yrs lease commencing from 2017,New Sale,1,1779712,-,1033,Strata,06 to 10,1722,Dec-20
THE INTERWEAVE,KIM KEAT ROAD,Apartment,12,RCR,Freehold,Resale,1,650000,-,409,Strata,11 to 15,1589,Dec-20
ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,2071000,-,840,Strata,36 to 40,2467,Dec-20
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1550000,-,1163,Strata,11 to 15,1333,Dec-20
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,3,RCR,99 yrs lease commencing from 2003,Resale,1,1690000,-,1098,Strata,31 to 35,1539,Dec-20
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,2434800,-,1141,Strata,01 to 05,2134,Dec-20
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2020,New Sale,1,1654800,-,678,Strata,16 to 20,2440,Dec-20
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1345000,-,764,Strata,01 to 05,1760,Dec-20
VERTICUS,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,1880000,-,936,Strata,16 to 20,2008,Dec-20
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1030000,-,721,Strata,06 to 10,1428,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1720000,-,947,Strata,06 to 10,1816,Dec-20
AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1923000,-,947,Strata,31 to 35,2030,Dec-20
NOVA 88,BHAMO ROAD,Apartment,12,RCR,Freehold,Resale,1,870000,-,603,Strata,01 to 05,1443,Dec-20
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3131280,-,1249,Strata,11 to 15,2508,Dec-20
BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,810000,-,667,Strata,16 to 20,1214,Dec-20
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1590000,-,797,Strata,21 to 25,1996,Dec-20
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,6000000,-,4639,Strata,41 to 45,1293,Dec-20
