project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1699000,-,1270,Strata,06 to 10,1338,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,950000,-,678,Strata,01 to 05,1401,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,877000,-,678,Strata,01 to 05,1293,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,785000,-,581,Strata,01 to 05,1351,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,598000,-,463,Strata,01 to 05,1292,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,807000,-,581,Strata,01 to 05,1388,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,910000,-,678,Strata,06 to 10,1342,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2057000,-,1722,Strata,06 to 10,1194,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,632000,-,484,Strata,01 to 05,1305,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,939000,-,678,Strata,11 to 15,1385,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,840000,-,614,Strata,11 to 15,1369,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1029000,-,818,Strata,06 to 10,1258,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,761000,-,581,Strata,01 to 05,1309,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,640000,-,484,Strata,06 to 10,1321,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,643000,-,484,Strata,06 to 10,1327,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,764000,-,581,Strata,01 to 05,1314,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,671000,-,463,Strata,06 to 10,1450,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,939000,-,678,Strata,01 to 05,1385,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,899000,-,678,Strata,01 to 05,1326,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1185000,-,915,Strata,06 to 10,1295,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1385000,-,1033,Strata,06 to 10,1340,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,811000,-,581,Strata,01 to 05,1395,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1425000,-,1033,Strata,11 to 15,1379,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1253000,-,915,Strata,06 to 10,1369,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,653000,-,463,Strata,01 to 05,1411,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1176000,-,915,Strata,06 to 10,1285,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1385000,-,1033,Strata,06 to 10,1340,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,642000,-,463,Strata,01 to 05,1387,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,592000,-,463,Strata,01 to 05,1279,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,613000,-,463,Strata,06 to 10,1324,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1170000,-,915,Strata,01 to 05,1279,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1035000,-,818,Strata,06 to 10,1265,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1640000,-,1238,Strata,06 to 10,1325,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,949000,-,678,Strata,06 to 10,1399,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1092000,-,861,Strata,06 to 10,1268,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,803000,-,581,Strata,11 to 15,1381,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,933000,-,678,Strata,06 to 10,1376,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,757000,-,581,Strata,01 to 05,1302,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1029000,-,818,Strata,06 to 10,1258,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,793000,-,581,Strata,06 to 10,1364,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,785000,-,581,Strata,01 to 05,1351,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,809000,-,592,Strata,01 to 05,1367,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1014000,-,818,Strata,06 to 10,1240,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,960000,-,678,Strata,06 to 10,1416,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,604000,-,463,Strata,01 to 05,1305,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,934000,-,678,Strata,01 to 05,1377,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,639000,-,463,Strata,01 to 05,1381,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,607000,-,463,Strata,06 to 10,1311,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,629000,-,463,Strata,11 to 15,1359,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1395000,-,1033,Strata,06 to 10,1350,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,642000,-,463,Strata,01 to 05,1387,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,942000,-,657,Strata,06 to 10,1435,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1035000,-,818,Strata,06 to 10,1265,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,646000,-,463,Strata,01 to 05,1396,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,657000,-,463,Strata,06 to 10,1419,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,621000,-,463,Strata,06 to 10,1342,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,808000,-,581,Strata,11 to 15,1390,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2098000,-,1722,Strata,11 to 15,1218,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2089000,-,1722,Strata,06 to 10,1213,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1023000,-,818,Strata,06 to 10,1251,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1086000,-,861,Strata,06 to 10,1261,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1116000,-,840,Strata,01 to 05,1329,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,595000,-,463,Strata,01 to 05,1286,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,794000,-,592,Strata,06 to 10,1341,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,886000,-,678,Strata,01 to 05,1307,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,826000,-,581,Strata,06 to 10,1421,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,784000,-,581,Strata,06 to 10,1349,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1279000,-,1012,Strata,06 to 10,1264,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1025000,-,818,Strata,06 to 10,1253,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,814000,-,592,Strata,06 to 10,1375,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1619000,-,1238,Strata,06 to 10,1308,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,612000,-,463,Strata,06 to 10,1322,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1013000,-,818,Strata,01 to 05,1238,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,944000,-,678,Strata,06 to 10,1392,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,788000,-,581,Strata,06 to 10,1356,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1778000,-,1335,Strata,06 to 10,1332,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,968000,-,678,Strata,06 to 10,1427,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1272000,-,1012,Strata,06 to 10,1257,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,816000,-,581,Strata,01 to 05,1404,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1002000,-,818,Strata,01 to 05,1225,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,811000,-,581,Strata,01 to 05,1395,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,780000,-,581,Strata,06 to 10,1342,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1216000,-,915,Strata,01 to 05,1329,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,633000,-,463,Strata,11 to 15,1368,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,772000,-,581,Strata,01 to 05,1328,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,679000,-,463,Strata,11 to 15,1467,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,940000,-,678,Strata,01 to 05,1386,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,833000,-,581,Strata,06 to 10,1433,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,646000,-,463,Strata,01 to 05,1396,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,776000,-,581,Strata,01 to 05,1335,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1736000,-,1335,Strata,01 to 05,1301,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,780000,-,581,Strata,01 to 05,1342,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,636000,-,484,Strata,06 to 10,1313,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2048000,-,1722,Strata,06 to 10,1189,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1312000,-,947,Strata,06 to 10,1385,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1019000,-,818,Strata,06 to 10,1246,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,905000,-,678,Strata,01 to 05,1335,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,954000,-,678,Strata,06 to 10,1407,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1215000,-,915,Strata,01 to 05,1328,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,885000,-,657,Strata,06 to 10,1348,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,795000,-,581,Strata,06 to 10,1368,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,676000,-,463,Strata,06 to 10,1461,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,646000,-,463,Strata,01 to 05,1396,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,625000,-,463,Strata,11 to 15,1350,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1198000,-,915,Strata,06 to 10,1309,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,616000,-,463,Strata,06 to 10,1331,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,919000,-,657,Strata,01 to 05,1400,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1059000,-,818,Strata,11 to 15,1295,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,646000,-,463,Strata,01 to 05,1396,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,596000,-,463,Strata,01 to 05,1288,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,660000,-,463,Strata,06 to 10,1426,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,803000,-,581,Strata,01 to 05,1381,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,807000,-,592,Strata,06 to 10,1363,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,930000,-,678,Strata,01 to 05,1371,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,667000,-,463,Strata,06 to 10,1441,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,679000,-,463,Strata,11 to 15,1467,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,622000,-,463,Strata,11 to 15,1344,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1787000,-,1324,Strata,11 to 15,1350,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,909000,-,657,Strata,01 to 05,1384,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1071000,-,840,Strata,11 to 15,1276,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,940000,-,678,Strata,01 to 05,1386,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1342000,-,1012,Strata,01 to 05,1326,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1182000,-,915,Strata,06 to 10,1292,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2084000,-,1722,Strata,11 to 15,1210,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,661000,-,463,Strata,06 to 10,1428,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,950000,-,678,Strata,01 to 05,1401,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,849000,-,592,Strata,06 to 10,1434,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,614000,-,484,Strata,01 to 05,1268,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1377000,-,1033,Strata,06 to 10,1333,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,968000,-,678,Strata,06 to 10,1427,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,621000,-,463,Strata,06 to 10,1342,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1342000,-,1012,Strata,01 to 05,1326,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,807000,-,581,Strata,01 to 05,1388,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,625000,-,463,Strata,06 to 10,1350,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1377000,-,1033,Strata,06 to 10,1333,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,821000,-,581,Strata,06 to 10,1412,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1203000,-,915,Strata,01 to 05,1315,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,769000,-,581,Strata,01 to 05,1323,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1317000,-,1033,Strata,01 to 05,1275,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,598000,-,463,Strata,01 to 05,1292,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,940000,-,678,Strata,01 to 05,1386,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1122000,-,840,Strata,01 to 05,1336,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1004000,-,818,Strata,01 to 05,1227,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,858000,-,614,Strata,11 to 15,1398,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,985000,-,818,Strata,01 to 05,1204,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,629000,-,463,Strata,06 to 10,1359,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,950000,-,678,Strata,01 to 05,1401,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1626000,-,1238,Strata,06 to 10,1314,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1060000,-,840,Strata,06 to 10,1263,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,661000,-,463,Strata,06 to 10,1428,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,616000,-,463,Strata,06 to 10,1331,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,954000,-,678,Strata,06 to 10,1407,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1504000,-,1238,Strata,01 to 05,1215,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1416000,-,1033,Strata,11 to 15,1370,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,591000,-,463,Strata,01 to 05,1277,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,768000,-,581,Strata,01 to 05,1321,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,605000,-,463,Strata,06 to 10,1307,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1600000,-,1238,Strata,01 to 05,1293,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,891000,-,678,Strata,06 to 10,1314,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,657000,-,463,Strata,06 to 10,1419,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,858000,-,614,Strata,11 to 15,1398,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1204000,-,915,Strata,06 to 10,1316,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,798000,-,592,Strata,06 to 10,1348,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,843000,-,581,Strata,06 to 10,1450,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,667000,-,463,Strata,06 to 10,1441,Mar-19
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,608000,-,463,Strata,01 to 05,1314,Mar-19
