project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,Freehold,Resale,1,1826361,-,829,Strata,16 to 20,2204,Nov-17
REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,4300000,-,2260,Strata,01 to 05,1902,Nov-17
GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,3400000,-,2131,Strata,01 to 05,1595,Nov-17
SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,3088000,-,1948,Strata,11 to 15,1585,Nov-17
CUBE 8,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2050000,-,1475,Strata,16 to 20,1390,Nov-17
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1408000,-,947,Strata,01 to 05,1486,Nov-17
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2060000,-,775,Strata,16 to 20,2658,Nov-17
THE LEGACY,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,1460000,-,958,Strata,06 to 10,1524,Nov-17
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2180000,-,1550,Strata,01 to 05,1406,Nov-17
ZEDGE,AKYAB ROAD,Apartment,11,CCR,Freehold,Resale,1,760000,-,495,Strata,01 to 05,1535,Nov-17
TOWNHOUSE APARTMENTS,CAVENAGH ROAD,Apartment,9,CCR,99 yrs lease commencing from 1977,Resale,1,2102200,-,2142,Strata,06 to 10,981,Nov-17
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,4300000,-,2713,Strata,26 to 30,1585,Nov-17
THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,1950000,-,1496,Strata,06 to 10,1303,Nov-17
LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,16232000,-,4058,Strata,21 to 25,4000,Nov-17
GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,3500000,-,2594,Strata,01 to 05,1349,Nov-17
GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,6655200,-,2207,Strata,11 to 15,3016,Nov-17
2 RVG,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,1200000,-,689,Strata,11 to 15,1742,Nov-17
QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,Resale,1,2350000,-,1787,Strata,11 to 15,1315,Nov-17
SUITES AT ORCHARD,HANDY ROAD,Apartment,9,CCR,99 yrs lease commencing from 2007,Resale,1,1250000,-,549,Strata,06 to 10,2277,Nov-17
RESIDENCES @ KILLINEY,KILLINEY ROAD,Apartment,9,CCR,Freehold,Resale,1,2880000,-,1625,Strata,01 to 05,1772,Nov-17
THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3185000,-,1722,Strata,01 to 05,1849,Nov-17
CORONATION GROVE,CORONATION ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,1750000,-,1249,Strata,01 to 05,1402,Nov-17
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,1150000,-,936,Strata,01 to 05,1228,Nov-17
THE TRILLIUM,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,2900000,-,1399,Strata,21 to 25,2072,Nov-17
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2052330,-,872,Strata,11 to 15,2354,Nov-17
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,11750000,-,6986,Strata,01 to 05,1682,Nov-17
GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,6800000,-,2669,Strata,06 to 10,2547,Nov-17
THE MERASAGA,JALAN MERAH SAGA,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2180000,-,1378,Strata,06 to 10,1582,Nov-17
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,1790000,-,1496,Strata,01 to 05,1196,Nov-17
STARLIGHT SUITES,RIVER VALLEY CLOSE,Apartment,9,CCR,Freehold,Resale,1,1950000,-,1076,Strata,16 to 20,1812,Nov-17
LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,Resale,1,1838000,-,743,Strata,06 to 10,2475,Nov-17
ASPEN LINQ,INSTITUTION HILL,Apartment,9,CCR,999 yrs lease commencing from 1841,Sub Sale,1,715000,-,409,Strata,06 to 10,1748,Nov-17
THE ASANA,QUEEN'S ROAD,Apartment,10,CCR,Freehold,New Sale,1,1028115,-,398,Strata,01 to 05,2581,Nov-17
SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,New Sale,1,1905000,-,958,Strata,01 to 05,1989,Nov-17
