project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2273000,-,947,Strata,01 to 05,2400,Nov-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,1776000,-,678,Strata,01 to 05,2619,Nov-19
SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,4390000,-,1249,Strata,21 to 25,3516,Nov-19
MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,1725000,-,915,Strata,11 to 15,1885,Nov-19
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,1470000,-,732,Strata,01 to 05,2008,Nov-19
RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,3400000,-,1539,Strata,21 to 25,2209,Nov-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1400000,-,441,Strata,06 to 10,3172,Nov-19
THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,Resale,1,2125000,-,1130,Strata,01 to 05,1880,Nov-19
ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,Resale,1,5800000,-,3671,Strata,01 to 05,1580,Nov-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,4046000,-,1432,Strata,01 to 05,2826,Nov-19
TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,Resale,1,13000000,-,4047,Strata,26 to 30,3212,Nov-19
GILSTEAD TWO,GILSTEAD ROAD,Apartment,11,CCR,Freehold,Resale,1,1550000,-,775,Strata,26 to 30,2000,Nov-19
ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,5200000,-,2153,Strata,06 to 10,2415,Nov-19
CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,Resale,1,3280000,-,1485,Strata,06 to 10,2208,Nov-19
THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3280000,-,3810,Strata,01 to 05,861,Nov-19
BELLE VUE RESIDENCES,OXLEY WALK,Condominium,9,CCR,Freehold,Resale,1,3850000,-,2013,Strata,01 to 05,1913,Nov-19
LUMA,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,1650000,-,904,Strata,21 to 25,1825,Nov-19
PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,3200000,-,1851,Strata,01 to 05,1728,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1371000,-,549,Strata,01 to 05,2497,Nov-19
NEWTON 18,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1170000,-,614,Strata,26 to 30,1907,Nov-19
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2050000,-,1432,Strata,01 to 05,1432,Nov-19
THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4600000,-,2443,Strata,01 to 05,1883,Nov-19
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2080000,-,1399,Strata,11 to 15,1486,Nov-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,2188001,-,872,Strata,01 to 05,2510,Nov-19
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1910000,-,667,Strata,01 to 05,2862,Nov-19
GILSTEAD TWO,GILSTEAD ROAD,Apartment,11,CCR,Freehold,Resale,1,1750000,-,904,Strata,06 to 10,1935,Nov-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1808800,-,624,Strata,01 to 05,2897,Nov-19
NEWTON SUITES,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2610000,-,1238,Strata,16 to 20,2108,Nov-19
THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,Resale,1,880000,-,420,Strata,01 to 05,2096,Nov-19
THE PATERSON EDGE,PATERSON ROAD,Apartment,9,CCR,Freehold,Resale,1,1928000,-,840,Strata,01 to 05,2296,Nov-19
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2590000,-,1076,Strata,06 to 10,2406,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2512000,-,947,Strata,11 to 15,2652,Nov-19
EMILY RESIDENCE,MOUNT EMILY ROAD,Apartment,9,CCR,Freehold,Resale,1,1610000,-,980,Strata,06 to 10,1644,Nov-19
ORION,ORANGE GROVE ROAD,Apartment,10,CCR,Freehold,Resale,1,3080000,-,1507,Strata,01 to 05,2044,Nov-19
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2580000,-,1679,Strata,21 to 25,1536,Nov-19
THE LADYHILL,LADY HILL ROAD,Condominium,10,CCR,Freehold,Resale,1,5600000,-,2271,Strata,01 to 05,2466,Nov-19
TRIBECA,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,3618250,-,1765,Strata,26 to 30,2050,Nov-19
HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,25080000,-,7729,Strata,16 to 20,3245,Nov-19
WILKIE 48,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1868000,-,1292,Strata,01 to 05,1446,Nov-19
3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,Condominium,10,CCR,Freehold,Resale,1,6393600,-,1776,Strata,21 to 25,3600,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2546000,-,947,Strata,16 to 20,2688,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2438000,-,904,Strata,16 to 20,2696,Nov-19
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1340000,-,463,Strata,06 to 10,2895,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2392000,-,947,Strata,01 to 05,2525,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2472000,-,947,Strata,11 to 15,2610,Nov-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,1768000,-,678,Strata,01 to 05,2607,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2428000,-,904,Strata,16 to 20,2685,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1712000,-,646,Strata,06 to 10,2651,Nov-19
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,2046000,-,667,Strata,16 to 20,3066,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2434000,-,915,Strata,11 to 15,2660,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2556000,-,947,Strata,16 to 20,2698,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2540340,-,947,Strata,16 to 20,2682,Nov-19
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1898000,-,667,Strata,11 to 15,2844,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2306000,-,904,Strata,06 to 10,2550,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2316000,-,904,Strata,06 to 10,2561,Nov-19
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,2184000,-,667,Strata,26 to 30,3273,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1743000,-,657,Strata,06 to 10,2655,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1763000,-,657,Strata,06 to 10,2685,Nov-19
THE IVERIA,KIM YAM ROAD,Apartment,9,CCR,Freehold,New Sale,1,2517000,-,915,Strata,16 to 20,2751,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1703000,-,657,Strata,01 to 05,2594,Nov-19
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1881000,-,667,Strata,01 to 05,2819,Nov-19
THE PROMONT,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,3999000,-,2013,Strata,06 to 10,1987,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2074800,-,764,Strata,26 to 30,2715,Nov-19
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,1589000,-,657,Strata,01 to 05,2420,Nov-19
THE BOUTIQ,KILLINEY ROAD,Apartment,9,CCR,Freehold,Resale,1,1100000,-,506,Strata,06 to 10,2174,Nov-19
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,1395000,-,678,Strata,06 to 10,2057,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2060500,-,764,Strata,26 to 30,2696,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2049000,-,764,Strata,26 to 30,2681,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2096700,-,764,Strata,26 to 30,2743,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2070600,-,764,Strata,26 to 30,2709,Nov-19
LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,Resale,1,3450000,-,1615,Strata,16 to 20,2137,Nov-19
THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,7100000,-,7083,Strata,21 to 25,1002,Nov-19
LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,16500000,-,3929,Strata,16 to 20,4200,Nov-19
PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,2000000,-,893,Strata,16 to 20,2239,Nov-19
STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,980000,-,581,Strata,01 to 05,1686,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2082200,-,764,Strata,26 to 30,2725,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,4720600,-,1733,Strata,26 to 30,2724,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2152000,-,764,Strata,21 to 25,2816,Nov-19
CAVENAGH HOUSE,CLEMENCEAU AVENUE NORTH,Apartment,9,CCR,Freehold,Resale,1,2638000,-,1636,Strata,06 to 10,1612,Nov-19
SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2000000,-,635,Strata,21 to 25,3149,Nov-19
TEN @ SUFFOLK,SUFFOLK ROAD,Apartment,11,CCR,Freehold,Resale,1,1530000,-,1087,Strata,06 to 10,1407,Nov-19
PARC CENTENNIAL,KAMPONG JAVA ROAD,Apartment,9,CCR,Freehold,Resale,1,2200000,-,1550,Strata,06 to 10,1419,Nov-19
NEWTON EDGE,MAKEWAY AVENUE,Apartment,9,CCR,Freehold,Resale,1,1780000,-,1292,Strata,16 to 20,1378,Nov-19
M21,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,1615000,-,1066,Strata,11 to 15,1516,Nov-19
THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,1618000,-,958,Strata,06 to 10,1689,Nov-19
TANGLIN RESIDENCES,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,Resale,1,3950000,-,1819,Strata,01 to 05,2171,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,1979800,-,764,Strata,11 to 15,2591,Nov-19
ARDMORE THREE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,5150000,-,1787,Strata,16 to 20,2882,Nov-19
OLEANAS RESIDENCE,KIM YAM ROAD,Condominium,9,CCR,Freehold,Resale,1,3100000,-,1636,Strata,11 to 15,1895,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,1986500,-,764,Strata,11 to 15,2599,Nov-19
TANGLIN HILL CONDOMINIUM,TANGLIN RISE,Condominium,10,CCR,Freehold,Resale,1,4200000,-,2917,Strata,-,1440,Nov-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,2396000,-,1033,Strata,01 to 05,2319,Nov-19
CORONATION ARCADE,CORONATION ROAD,Apartment,10,CCR,Freehold,Resale,1,1560000,-,1281,Strata,01 to 05,1218,Nov-19
BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,2940000,-,1389,Strata,01 to 05,2117,Nov-19
PAVILION 11,AKYAB ROAD,Condominium,11,CCR,Freehold,Resale,1,2138000,-,1485,Strata,06 to 10,1439,Nov-19
THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,2700000,-,1001,Strata,16 to 20,2697,Nov-19
ESTILO,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1718000,-,1184,Strata,01 to 05,1451,Nov-19
THE ASTON,KAY POH ROAD,Apartment,10,CCR,Freehold,Resale,1,980000,-,657,Strata,06 to 10,1493,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2180000,-,818,Strata,11 to 15,2665,Nov-19
CUBE 8,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,1500000,-,926,Strata,21 to 25,1620,Nov-19
CAIRNHILL PLAZA,CAIRNHILL ROAD,Apartment,9,CCR,Freehold,Resale,1,4680000,-,2820,Strata,31 to 35,1659,Nov-19
WING ON LIFE GARDEN,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,6100000,-,3498,Strata,06 to 10,1744,Nov-19
THE SPRINGS,MOULMEIN RISE,Apartment,11,CCR,Freehold,Resale,1,1750000,-,1119,Strata,06 to 10,1563,Nov-19
GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,Resale,1,7630000,-,4187,Strata,01 to 05,1822,Nov-19
LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,820000,-,452,Strata,06 to 10,1814,Nov-19
8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,2100000,-,1453,Strata,01 to 05,1445,Nov-19
THE SPRINGS,MOULMEIN RISE,Apartment,11,CCR,Freehold,Resale,1,2480000,-,1884,Strata,11 to 15,1317,Nov-19
JUNIPER HILL,EWE BOON ROAD,Apartment,10,CCR,Freehold,New Sale,1,2038000,-,700,Strata,06 to 10,2913,Nov-19
MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,2300000,-,1475,Strata,11 to 15,1560,Nov-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1780000,-,549,Strata,21 to 25,3242,Nov-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1580000,-,506,Strata,06 to 10,3123,Nov-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2868000,-,1044,Strata,01 to 05,2747,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,4427000,-,1733,Strata,01 to 05,2555,Nov-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,4091000,-,1432,Strata,01 to 05,2858,Nov-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1690000,-,646,Strata,01 to 05,2617,Nov-19
PARKSUITES,HOLLAND GROVE ROAD,Apartment,10,CCR,110 yrs lease commencing from 2017,New Sale,1,1390530,-,786,Strata,01 to 05,1770,Nov-19
L'VIV,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2050000,-,1001,Strata,11 to 15,2048,Nov-19
NOVENA LODGE,JALAN MERLIMAU,Condominium,11,CCR,Freehold,Resale,1,1165000,-,786,Strata,01 to 05,1483,Nov-19
ANGULLIA PARK RESIDENCES @ ORCHARD,CUSCADEN WALK,Apartment,10,CCR,Freehold,Resale,1,2155000,-,936,Strata,01 to 05,2301,Nov-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,2923000,-,1249,Strata,01 to 05,2341,Nov-19
RV ALTITUDE,RIVER VALLEY ROAD,Apartment,9,CCR,Freehold,New Sale,1,1352000,-,441,Strata,01 to 05,3064,Nov-19
ZEDGE,AKYAB ROAD,Apartment,11,CCR,Freehold,Resale,1,1030000,-,700,Strata,06 to 10,1472,Nov-19
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,6423300,-,1776,Strata,16 to 20,3617,Nov-19
PATERSON LINC,PATERSON ROAD,Apartment,9,CCR,Freehold,Resale,1,1750000,-,850,Strata,01 to 05,2058,Nov-19
35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,2923000,-,1249,Strata,01 to 05,2341,Nov-19
CHIVERTON,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,2120000,-,2142,Strata,16 to 20,990,Nov-19
THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,2433000,-,818,Strata,11 to 15,2974,Nov-19
THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,2419000,-,818,Strata,06 to 10,2957,Nov-19
HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,2625000,-,1356,Strata,01 to 05,1935,Nov-19
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,5800000,-,2648,Strata,06 to 10,2190,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,2129000,-,764,Strata,21 to 25,2786,Nov-19
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,Sub Sale,1,3400000,-,1399,Strata,06 to 10,2430,Nov-19
ZENITH,ZION ROAD,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,1490000,-,743,Strata,11 to 15,2006,Nov-19
STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,Resale,1,1175000,-,732,Strata,01 to 05,1605,Oct-19
RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,6800000,-,3143,Strata,36 to 40,2163,Oct-19
NOUVEL 18,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,12226200,-,3337,Strata,21 to 25,3664,Oct-19
THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,1707000,-,1012,Strata,01 to 05,1687,Oct-19
ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,Resale,1,3280000,-,1938,Strata,01 to 05,1693,Oct-19
3 CUSCADEN,CUSCADEN WALK,Apartment,10,CCR,Freehold,New Sale,1,1552361,-,474,Strata,01 to 05,3278,Oct-19
NEWTON 21,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1868000,-,1066,Strata,06 to 10,1753,Oct-19
DUCHESS MANOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,1850000,-,990,Strata,01 to 05,1868,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1824000,-,667,Strata,01 to 05,2733,Oct-19
MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,1250000,-,807,Strata,11 to 15,1548,Oct-19
THE TREVOSE,TREVOSE CRESCENT,Condominium,11,CCR,99 yrs lease commencing from 1996,Resale,1,1770000,-,1324,Strata,01 to 05,1337,Oct-19
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1590000,-,1066,Strata,01 to 05,1492,Oct-19
TRIBECA,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,1265000,-,570,Strata,11 to 15,2217,Oct-19
THE EDGE ON CAIRNHILL,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,4030000,-,2142,Strata,16 to 20,1881,Oct-19
THE SPINNAKER,SUFFOLK ROAD,Apartment,11,CCR,Freehold,Resale,1,1900000,-,1302,Strata,06 to 10,1459,Oct-19
THE PRINCETON,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,1368000,-,861,Strata,06 to 10,1589,Oct-19
8 NAPIER,NAPIER ROAD,Condominium,10,CCR,Freehold,Resale,1,5800000,-,2013,Strata,01 to 05,2881,Oct-19
THE ORCHARD RESIDENCES,ORCHARD BOULEVARD,Apartment,9,CCR,99 yrs lease commencing from 2006,Resale,1,8300000,-,2465,Strata,31 to 35,3367,Oct-19
THE SHELFORD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2800000,-,1389,Strata,01 to 05,2016,Oct-19
THE ARMADALE,GILSTEAD ROAD,Apartment,11,CCR,Freehold,Resale,1,1690000,-,1023,Strata,01 to 05,1653,Oct-19
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2012000,-,721,Strata,01 to 05,2790,Oct-19
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,5853900,-,1776,Strata,01 to 05,3296,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1735000,-,657,Strata,06 to 10,2642,Oct-19
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,2378000,-,818,Strata,16 to 20,2907,Oct-19
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,4673700,-,1313,Strata,11 to 15,3559,Oct-19
1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1590000,-,861,Strata,01 to 05,1846,Oct-19
SAGE,NASSIM ROAD,Condominium,10,CCR,Freehold,Resale,1,13988000,-,4682,Strata,01 to 05,2987,Oct-19
MACKENZIE 138,MACKENZIE ROAD,Apartment,9,CCR,Freehold,Resale,1,718000,-,431,Strata,01 to 05,1668,Oct-19
THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,2230000,-,1464,Strata,16 to 20,1523,Oct-19
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,1860000,-,1033,Strata,01 to 05,1800,Oct-19
CRYSTAL COURT,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,1620000,-,1206,Strata,01 to 05,1344,Oct-19
WILKIE 80,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1050000,-,603,Strata,01 to 05,1742,Oct-19
NOUVEL 18,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,5820000,-,1765,Strata,16 to 20,3297,Oct-19
LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,Resale,1,4000000,-,1927,Strata,11 to 15,2076,Oct-19
CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,Resale,1,2350000,-,1249,Strata,16 to 20,1882,Oct-19
VIVA,SUFFOLK WALK,Condominium,11,CCR,Freehold,Resale,1,1968000,-,1044,Strata,01 to 05,1885,Oct-19
THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3570000,-,2314,Strata,16 to 20,1543,Oct-19
LINCOLN SUITES,KHIANG GUAN AVENUE,Condominium,11,CCR,Freehold,Resale,1,5400000,-,3143,Strata,26 to 30,1718,Oct-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1580000,-,506,Strata,11 to 15,3123,Oct-19
3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,Condominium,10,CCR,Freehold,Resale,1,3838000,-,1163,Strata,01 to 05,3301,Oct-19
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2400000,-,1625,Strata,11 to 15,1477,Oct-19
ROBIN REGALIA,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1575000,-,883,Strata,06 to 10,1784,Oct-19
GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,2038000,-,1184,Strata,01 to 05,1721,Oct-19
3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,Condominium,10,CCR,Freehold,Resale,1,8036000,-,2260,Strata,16 to 20,3555,Oct-19
SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,2920000,-,1884,Strata,01 to 05,1550,Oct-19
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,1780000,-,549,Strata,21 to 25,3242,Oct-19
THE TATE RESIDENCES,CLAYMORE ROAD,Condominium,9,CCR,Freehold,Resale,1,4680000,-,1894,Strata,26 to 30,2470,Oct-19
CHANCERY ESQUIRE,CHANCERY LANE,Apartment,11,CCR,Freehold,Resale,1,2050000,-,1206,Strata,01 to 05,1700,Oct-19
BALMORAL HEIGHTS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,Resale,1,2200000,-,1163,Strata,11 to 15,1892,Oct-19
WING ON LIFE GARDEN,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,5900000,-,3305,Strata,11 to 15,1785,Oct-19
RV ALTITUDE,RIVER VALLEY ROAD,Apartment,9,CCR,Freehold,New Sale,1,1368000,-,441,Strata,01 to 05,3100,Oct-19
CHATELET,MARGOLIOUTH ROAD,Condominium,10,CCR,Freehold,Resale,1,1855000,-,1184,Strata,06 to 10,1567,Oct-19
GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,3800000,-,3671,Strata,01 to 05,1035,Oct-19
MANDALAY TOWERS,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,4200000,-,5059,Strata,11 to 15,830,Oct-19
THE TREVOSE,TREVOSE CRESCENT,Condominium,11,CCR,99 yrs lease commencing from 1996,Resale,1,2465000,-,1927,Strata,01 to 05,1279,Oct-19
